CUST_ID,PRODUCT_ID,DEALERSHIP_ID,PAYMENT_DESC,PROMO_ID,DATE_ID,TRANSACTION_ID,EMPLOYEE_ID,TIME_KEY,SELLING_PRICE,COST,QUANTITY,DISCOUNT,HOLDBACK,REBATE,TRANSACTION_DATE
2517,2003,18,Loan,200,2452289,1047377,86413,134635,85318.00,840.00,1,13.00,2100.00,1260.00,2022-01-10 00:00:00
5246,86501,24,Loan,200,2452290,1047096,86443,103511,741.00,7.00,1,21.00,17.00,10.00,2022-01-10 00:00:00
6339,86532,14,Cash,105,2452290,1047596,86451,124530,69.00,2.00,3,1.00,6.00,3.00,2022-01-10 00:00:00
2052,2002,25,Loan,200,2452290,1046204,86452,120522,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-10 00:00:00
6339,86538,14,Loan,200,2452290,1047596,86456,115508,359.00,7.00,1,15.00,9.00,5.00,2022-01-10 00:00:00
5246,2002,24,Other,200,2452290,1047096,86482,184313,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-10 00:00:00
5246,86530,24,Lease,200,2452290,1047096,86482,113116,3119.00,62.00,1,12.00,78.00,47.00,2022-01-10 00:00:00
5246,86511,24,Bank Draft,200,2452290,1047096,86482,164232,4603.00,45.00,1,16.00,111.00,67.00,2022-01-10 00:00:00
5246,2001,24,Other,200,2452290,1047096,86443,132428,83048.00,780.00,1,19.00,1950.00,1170.00,2022-01-10 00:00:00
6339,86529,14,Bank Draft,200,2452290,1047596,86480,111623,1351.00,28.00,1,7.00,35.00,21.00,2022-01-10 00:00:00
4834,86514,17,Bank Draft,200,2452291,1047879,86487,110739,1025.00,11.00,1,1.00,28.00,17.00,2022-01-10 00:00:00
4834,86502,17,Loan,200,2452291,1047879,86487,95118,560.00,12.00,1,2.00,15.00,9.00,2022-01-10 00:00:00
4834,86512,17,Bank Draft,200,2452291,1047879,86492,185952,4303.00,45.00,1,6.00,113.00,68.00,2022-01-10 00:00:00
4834,86529,17,Loan,200,2452291,1047879,86467,144405,1351.00,28.00,1,7.00,35.00,21.00,2022-01-10 00:00:00
5756,86505,11,Lease,200,2452292,1046650,86433,150300,695.00,7.00,1,16.00,17.00,10.00,2022-01-10 00:00:00
5756,86511,11,Bank Draft,200,2452292,1046650,86464,145131,4603.00,45.00,1,16.00,111.00,67.00,2022-01-10 00:00:00
2483,86511,16,Loan,200,2452292,1046561,86457,161427,4603.00,45.00,1,16.00,111.00,67.00,2022-01-10 00:00:00
2483,86535,16,Cash,200,2452292,1046561,86489,181159,359.00,3.00,1,24.00,8.00,5.00,2022-01-10 00:00:00
2483,2003,16,Cash,200,2452292,1046561,86489,180532,85318.00,840.00,1,13.00,2100.00,1260.00,2022-01-10 00:00:00
2483,86523,16,Cash,200,2452292,1046561,86457,122307,2543.00,23.00,1,22.00,59.00,35.00,2022-01-10 00:00:00
5491,86533,19,Bank Draft,200,2452293,1046462,86468,102213,4487.00,44.00,1,13.00,111.00,66.00,2022-01-10 00:00:00
4660,86536,27,Lease,200,2452293,1046720,86494,160954,1178.00,12.00,1,7.00,31.00,18.00,2022-01-10 00:00:00
4660,86533,27,Loan,200,2452293,1046720,86494,91114,4487.00,44.00,1,13.00,111.00,66.00,2022-01-10 00:00:00
5491,86541,19,Cash,200,2452293,1046462,86468,145547,730.00,7.00,1,16.00,18.00,11.00,2022-01-10 00:00:00
4660,86501,27,Loan,200,2452293,1046720,86417,131646,741.00,7.00,1,21.00,17.00,10.00,2022-01-10 00:00:00
4660,2003,27,Loan,200,2452293,1046720,86494,122333,85318.00,840.00,1,13.00,2100.00,1260.00,2022-01-10 00:00:00
6500,2001,6,Cash,200,2452294,1047566,86402,171938,83048.00,780.00,1,19.00,1950.00,1170.00,2022-01-10 00:00:00
6700,86516,4,Bank Draft,200,2452295,1047016,86409,103927,3952.00,85.00,1,4.00,106.00,63.00,2022-01-10 00:00:00
6428,86522,27,Cash,200,2452295,1047148,86494,74100,2547.00,53.00,1,6.00,67.00,40.00,2022-01-10 00:00:00
3913,86522,2,Loan,200,2452295,1046757,86440,80207,2521.00,53.00,1,5.00,67.00,40.00,2022-01-10 00:00:00
4712,86510,25,Other,200,2452295,1047654,86486,185223,1125.00,22.00,1,12.00,28.00,17.00,2022-01-10 00:00:00
6016,86507,5,Bank Draft,200,2452295,1047946,86404,80515,411.00,5.00,1,1.00,11.00,7.00,2022-01-10 00:00:00
3841,86536,11,Cash,200,2452295,1046332,86464,110939,1178.00,12.00,1,7.00,31.00,18.00,2022-01-10 00:00:00
6016,86534,5,Loan,200,2452295,1047946,86459,101906,4179.00,44.00,1,5.00,111.00,66.00,2022-01-10 00:00:00
6428,86517,27,Loan,200,2452295,1047148,86417,175137,2655.00,27.00,1,11.00,67.00,40.00,2022-01-10 00:00:00
4712,86516,25,Bank Draft,200,2452295,1047654,86452,122210,3952.00,85.00,1,4.00,106.00,63.00,2022-01-10 00:00:00
6016,86527,5,Other,200,2452295,1047946,86434,70358,874.00,17.00,1,12.00,22.00,13.00,2022-01-10 00:00:00
6428,86523,27,Lease,200,2452295,1047148,86494,172430,2285.00,47.00,1,8.00,59.00,35.00,2022-01-10 00:00:00
4712,86512,25,Loan,200,2452295,1047654,86452,110337,4303.00,45.00,1,6.00,113.00,68.00,2022-01-10 00:00:00
6700,86509,4,Cash,200,2452295,1047016,86466,143439,561.00,6.00,1,.00,16.00,9.00,2022-01-10 00:00:00
3913,86518,2,Loan,200,2452295,1046757,86423,130736,2495.00,53.00,1,4.00,67.00,40.00,2022-01-10 00:00:00
3841,86516,11,Bank Draft,200,2452295,1046332,86433,121953,3952.00,85.00,1,4.00,106.00,63.00,2022-01-10 00:00:00
6700,86526,4,Bank Draft,125,2452295,1047016,86466,114109,2850.00,26.00,1,23.00,65.00,39.00,2022-01-10 00:00:00
6428,86528,27,Cash,200,2452295,1047148,86417,92520,453.00,4.00,1,19.00,11.00,6.00,2022-01-10 00:00:00
4712,86514,25,Loan,125,2452295,1047654,86452,185843,342.00,11.00,3,1.00,28.00,17.00,2022-01-10 00:00:00
3841,86528,11,Lease,200,2452295,1046332,86433,180555,453.00,4.00,1,19.00,11.00,6.00,2022-01-10 00:00:00
4712,86523,25,Cash,200,2452295,1047654,86452,181854,2520.00,47.00,1,21.00,59.00,35.00,2022-01-10 00:00:00
1364,2000,6,Loan,200,2452295,1047999,86403,94746,93380.00,1840.00,1,13.00,2300.00,1380.00,2022-01-10 00:00:00
740,2001,8,Loan,200,2452296,1046708,86428,113349,83048.00,780.00,1,19.00,1950.00,1170.00,2022-01-10 00:00:00
6759,86528,28,Bank Draft,200,2452296,1046271,86446,133623,453.00,4.00,1,19.00,11.00,6.00,2022-01-10 00:00:00
6759,86528,28,Bank Draft,200,2452296,1046271,86454,143822,453.00,4.00,1,19.00,11.00,6.00,2022-01-10 00:00:00
4384,86538,26,Bank Draft,200,2452297,1046932,86499,82848,359.00,7.00,1,15.00,9.00,5.00,2022-01-10 00:00:00
4384,86512,26,Lease,200,2452297,1046932,86449,112224,4303.00,45.00,1,6.00,113.00,68.00,2022-01-10 00:00:00
5927,2002,8,Cash,200,2452298,1047602,86428,115421,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-10 00:00:00
6349,2003,17,Lease,200,2452298,1046532,86467,121657,85318.00,840.00,1,13.00,2100.00,1260.00,2022-01-10 00:00:00
5772,86529,27,Lease,200,2452300,1046976,86417,83738,1351.00,28.00,1,7.00,35.00,21.00,2022-01-10 00:00:00
5772,86528,27,Other,200,2452300,1046976,86494,71528,453.00,4.00,1,19.00,11.00,6.00,2022-01-10 00:00:00
5772,86509,27,Cash,200,2452300,1046976,86494,170553,311.00,12.00,2,12.00,16.00,9.00,2022-01-10 00:00:00
6326,86509,17,Bank Draft,200,2452301,1047837,86467,185653,654.00,6.00,1,18.00,16.00,9.00,2022-01-10 00:00:00
6326,86518,17,Bank Draft,200,2452301,1047837,86487,74356,2495.00,53.00,1,4.00,67.00,40.00,2022-01-10 00:00:00
6326,86503,17,Other,200,2452301,1047837,86467,105519,680.00,7.00,1,7.00,18.00,11.00,2022-01-10 00:00:00
6326,86531,17,Bank Draft,200,2452301,1047837,86492,143129,351.00,3.00,1,13.00,9.00,5.00,2022-01-10 00:00:00
5379,86501,13,Loan,200,2452302,1047017,86438,100224,741.00,7.00,1,21.00,17.00,10.00,2022-01-10 00:00:00
5379,86541,13,Bank Draft,200,2452302,1047017,86401,72205,730.00,14.00,1,16.00,18.00,11.00,2022-01-10 00:00:00
5379,86537,13,Cash,200,2452302,1047017,86438,175817,2035.00,45.00,1,.00,56.00,34.00,2022-01-10 00:00:00
5757,86540,11,Other,200,2452303,1046559,86433,115959,1171.00,22.00,1,17.00,28.00,17.00,2022-01-10 00:00:00
5757,86513,11,Cash,200,2452303,1046559,86433,121728,3294.00,35.00,1,6.00,86.00,52.00,2022-01-10 00:00:00
5757,86529,11,Loan,200,2452303,1046559,86433,105826,1351.00,28.00,1,7.00,35.00,21.00,2022-01-10 00:00:00
907,2000,19,Loan,200,2452303,1047197,86485,155604,93380.00,1840.00,1,13.00,2300.00,1380.00,2022-01-10 00:00:00
4991,2004,22,Lease,200,2452304,1046270,86477,81207,54772.00,540.00,1,13.00,1350.00,810.00,2022-01-10 00:00:00
2639,2004,7,Lease,200,2452305,1047271,86453,92142,54772.00,540.00,1,13.00,1350.00,810.00,2022-01-10 00:00:00
6719,86538,6,Loan,200,2452305,1046654,86402,183333,359.00,7.00,1,15.00,9.00,5.00,2022-01-10 00:00:00
5664,86501,22,Bank Draft,200,2452305,1046398,86430,121444,741.00,7.00,1,21.00,17.00,10.00,2022-01-10 00:00:00
6719,86540,6,Other,200,2452305,1046654,86424,143857,1171.00,22.00,1,17.00,28.00,17.00,2022-01-10 00:00:00
3550,86522,15,Cash,200,2452305,1047651,86444,73221,1247.00,27.00,2,4.00,67.00,40.00,2022-01-10 00:00:00
6719,86529,6,Bank Draft,200,2452305,1046654,86424,164237,1351.00,28.00,1,7.00,35.00,21.00,2022-01-10 00:00:00
5664,86543,22,Cash,200,2452305,1046398,86477,104905,374.00,11.00,3,14.00,27.00,16.00,2022-01-10 00:00:00
5664,86531,22,Cash,200,2452305,1046398,86477,81424,351.00,3.00,1,13.00,9.00,5.00,2022-01-10 00:00:00
6719,86511,6,Cash,200,2452305,1046654,86432,181214,4603.00,45.00,1,16.00,111.00,67.00,2022-01-10 00:00:00
3550,86514,15,Bank Draft,200,2452305,1047651,86455,145632,1025.00,11.00,1,1.00,28.00,17.00,2022-01-10 00:00:00
2898,86542,3,Loan,200,2452306,1047115,86414,92615,180.00,4.00,1,15.00,4.00,3.00,2022-01-10 00:00:00
5044,86508,12,Loan,200,2452306,1047761,86435,85653,641.00,6.00,1,16.00,16.00,9.00,2022-01-10 00:00:00
5199,2003,10,Other,200,2452306,1047817,86448,115654,85318.00,840.00,1,13.00,2100.00,1260.00,2022-01-10 00:00:00
5044,86520,12,Loan,200,2452306,1047761,86435,131052,191.00,4.00,1,23.00,4.00,3.00,2022-01-10 00:00:00
5199,86510,10,Loan,105,2452306,1047817,86461,123441,1125.00,22.00,1,12.00,28.00,17.00,2022-01-10 00:00:00
2898,86515,3,Other,200,2452306,1047115,86414,125018,2462.00,23.00,1,23.00,56.00,34.00,2022-01-10 00:00:00
5199,86521,10,Loan,200,2452306,1047817,86472,122413,4651.00,43.00,1,23.00,106.00,64.00,2022-01-10 00:00:00
5044,86533,12,Cash,200,2452306,1047761,86435,170953,4487.00,44.00,1,13.00,111.00,66.00,2022-01-10 00:00:00
5108,2002,4,Bank Draft,125,2452307,1047754,86463,140004,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-10 00:00:00
5108,86530,4,Other,200,2452307,1047754,86412,92652,3119.00,62.00,1,12.00,78.00,47.00,2022-01-10 00:00:00
5108,86506,4,Other,200,2452307,1047754,86463,163313,536.00,11.00,1,8.00,14.00,8.00,2022-01-10 00:00:00
5108,86508,4,Bank Draft,200,2452307,1047754,86466,135730,320.00,6.00,2,16.00,16.00,9.00,2022-01-10 00:00:00
5108,86518,4,Bank Draft,200,2452307,1047754,86463,81815,2495.00,53.00,1,4.00,67.00,40.00,2022-01-10 00:00:00
5010,86523,27,Bank Draft,200,2452308,1046802,86417,180144,1096.00,23.00,2,4.00,59.00,35.00,2022-01-10 00:00:00
4948,86501,15,Bank Draft,200,2452308,1046510,86455,142929,741.00,7.00,1,21.00,17.00,10.00,2022-01-10 00:00:00
4948,86516,15,Other,200,2452308,1046510,86455,143321,3952.00,85.00,1,4.00,106.00,63.00,2022-01-10 00:00:00
4948,86532,15,Loan,200,2452308,1046510,86455,110252,206.00,2.00,1,1.00,6.00,3.00,2022-01-10 00:00:00
5010,86505,27,Bank Draft,200,2452308,1046802,86417,140845,695.00,7.00,1,16.00,17.00,10.00,2022-01-10 00:00:00
